pathway	pval	padj	ES	NES	nMoreExtreme	size
GO:0051782	0.107541447634452	0.536764115872828	0.745520928933403	1.39523912416924	5318	5
GO:0051403	0.10453230854562	0.536764115872828	-0.705621345414186	-1.39448142690925	5276	6
GO:0050773	0.108873989750653	0.536764115872828	0.779967099115739	1.37370854842594	5374	4
GO:0035552	0.108350823377462	0.536764115872828	0.825050376074856	1.3504060069652	5368	3
GO:0050905	0.104151003126113	0.536764115872828	-0.738535479326011	-1.3863659202349	5263	5
GO:0000050	0.102898580080617	0.536764115872828	0.784540790120104	1.38176391183509	5079	4
GO:0006258	0.103418820397704	0.536764115872828	-0.884590214355676	-1.31550076244025	5205	2
GO:0019637	0.101883921600032	0.536764115872828	0.949086266060171	1.26512626484417	5088	1
GO:0019932	0.108348310390457	0.536764115872828	-0.774432640031922	-1.36651976796526	5485	4
GO:0050679	0.102659832095576	0.536764115872828	0.829547915614916	1.35776738099469	5086	3
GO:0060668	0.108670844261146	0.536764115872828	0.945644800893783	1.2605388125469	5427	1
GO:0060972	0.111405943000668	0.543116049962496	0.778037860876291	1.37031069861345	5499	4
GO:0034975	0.111787733797303	0.543278923424123	-0.626946137289085	-1.3849895064049	5653	9
GO:0002576	0.112206677329878	0.543278923424123	-0.437271985490152	-1.3188211129791	5541	31
GO:0045664	0.111591833479544	0.543278923424123	-0.528841951496909	-1.36037023813888	5596	16
GO:0009826	0.112243282814293	0.543278923424123	-0.732366955354177	-1.37478647462653	5672	5
GO:0035148	0.112091291680155	0.543278923424123	0.644142468644274	1.40522015042381	5539	9
GO:0048169	0.111774507081366	0.543278923424123	-0.590620323536499	-1.37815485447726	5634	11
GO:0060113	0.112223497289383	0.543278923424123	-0.732404736294976	-1.37485739634962	5671	5
GO:0050908	0.111973100528672	0.543278923424123	0.777634794752856	1.36960080279865	5527	4
GO:0009048	0.112309217046581	0.543278923424123	-0.820192326875885	-1.34077954017573	5665	3
GO:0031290	0.11309440243878	0.543801228493055	0.563710155986277	1.39452314134475	5638	15
GO:0050729	0.112809636239946	0.543801228493055	0.531339541441964	1.3862651302269	5637	19
GO:0043534	0.11291792109016	0.543801228493055	-0.647308740988123	-1.38493314380105	5700	8
GO:0007270	0.112539048598205	0.543801228493055	-0.626438380398289	-1.38386781839419	5691	9
GO:0030422	0.113089814191197	0.543801228493055	-0.698961347040701	-1.38131963114524	5708	6
GO:0048854	0.112678051149239	0.543801228493055	0.643419912526263	1.4036438680542	5568	9
GO:0030174	0.112910552406533	0.543801228493055	-0.770912916542042	-1.36030906418282	5716	4
GO:0035058	0.113282024834371	0.544218107767971	-0.589542261567368	-1.37563930213851	5710	11
GO:0030299	0.113696862144067	0.544218107767971	0.611893255019206	1.40366787777937	5637	11
GO:0019217	0.113460546673543	0.544218107767971	-0.589369254958238	-1.37523560810915	5719	11
GO:0018279	0.113762013276528	0.544218107767971	-0.574088115572455	-1.37058353915084	5740	12
GO:0046653	0.113505863323898	0.544218107767971	0.740566072573859	1.38596613238702	5613	5
GO:0035563	0.113654317486682	0.544218107767971	0.776460361578838	1.36753234517713	5610	4
GO:0048048	0.114294379296401	0.544971219749305	0.740041141735505	1.38498372664262	5652	5
GO:0032025	0.114307252817013	0.544971219749305	-0.560421313726336	-1.36640799005239	5761	13
